Main_Feature,Province,Sub_Feature,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2021,2022,Sơ bộ 2022
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Cao Bằng,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,33,,64,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Kạn,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,17,,19,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tuyên Quang,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,29,,26,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lào Cai,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,51,,57,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Yên Bái,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,41,,63,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thái Nguyên,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,127,,138,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lạng Sơn,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,18,,38,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Giang,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,99,,109,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Phú Thọ,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,85,,103,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Điện Biên,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,111,,94,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lai Châu,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,88,,80,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Sơn La,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,131,,101,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hòa Bình,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,42,,57,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Trung Bộ và Duyên hải miền Trung,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,1201,,1408,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thanh Hóa,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,192,,234,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Nghệ An,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,178,,297,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hà Tĩnh,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,33,,41,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Bình,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,29,,21,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Trị,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,22,,34,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thừa Thiên - Huế,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,38,,55,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đà Nẵng,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,161,,111,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Nam,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,33,,58,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Ngãi,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,68,,108,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Định,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,108,,121,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Phú Yên,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,13,,62,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Khánh Hòa,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,229,,128,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Ninh Thuận,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,21,,40,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Thuận,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,76,,98,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tây Nguyên,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,188,,288,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Kon Tum,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,35,,12,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Gia Lai,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,13,,85,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đắk Lắk,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,100,,135,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đắk Nông,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,13,,34,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lâm Đồng,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,27,,22,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đông Nam Bộ,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,5254,,2447,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Phước,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,115,,106,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tây Ninh,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,497,,449,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Dương,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,743,,206,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng Nai,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,387,,348,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bà Rịa - Vũng Tàu,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,246,,148,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",TP. Hồ Chí Minh,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,3266,,1190,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng bằng sông Cửu Long,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,3893,,4832,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Long An,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,487,,316,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tiền Giang,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,267,,381,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bến Tre,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,274,,310,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Trà Vinh,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,217,,225,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Vĩnh Long,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,203,,302,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng Tháp,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,142,,487,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",An Giang,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,294,,498,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Kiên Giang,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,432,,659,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Cần Thơ,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,664,,470,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hậu Giang,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,44,,126,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Sóc Trăng,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,217,,290,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bạc Liêu,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,224,,242,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Cà Mau,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,428,,526,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Không xác định,Số người nhiễm HIV/AIDS - Phát hiện mới năm 2021,,,,,,,,,,,,,,,,,,,,0,,0,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",CẢ NƯỚC,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,213833,,222388,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng bằng sông Hồng,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,48020,,37057,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hà Nội,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,19593,,14470,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Vĩnh Phúc,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1419,,1369,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Ninh,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,990,,1148,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Ninh,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,5888,,5608,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hải Dương,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,3209,,3224,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hải Phòng,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,6663,,6314,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hưng Yên,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,959,,1171,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thái Bình,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,2520,,2627,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hà Nam,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,781,,927,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Nam Định,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,4265,,4129,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Ninh Bình,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1733,,1678,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Trung du và miền núi phía Bắc,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,31802,,37004,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hà Giang,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,986,,1192,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Cao Bằng,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1277,,917,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Kạn,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,915,,938,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tuyên Quang,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1454,,1413,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lào Cai,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1668,,1589,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Yên Bái,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,2780,,2252,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thái Nguyên,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,5123,,4438,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lạng Sơn,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,944,,994,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Giang,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,2139,,2318,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Phú Thọ,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,3285,,3224,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Điện Biên,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,3663,,3334,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lai Châu,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1470,,1369,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Sơn La,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,4801,,6094,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hòa Bình,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1297,,1324,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bắc Trung Bộ và Duyên hải miền Trung,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,20960,,24066,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thanh Hóa,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,6220,,6447,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Nghệ An,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,6017,,6160,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hà Tĩnh,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,807,,884,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Bình,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,319,,397,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Trị,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,256,,243,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Thừa Thiên - Huế,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,551,,707,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đà Nẵng,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1093,,1259,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Nam,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,657,,795,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Quảng Ngãi,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,687,,1082,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Định,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,624,,1037,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Phú Yên,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,344,,574,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Khánh Hòa,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1933,,2318,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Ninh Thuận,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,364,,552,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Thuận,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1088,,1611,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tây Nguyên,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,4095,,5497,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Kon Tum,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,343,,375,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Gia Lai,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,882,,1082,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đắk Lắk,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1351,,1987,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đắk Nông,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,444,,507,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Lâm Đồng,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1075,,1546,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đông Nam Bộ,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,67693,,61558,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Phước,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,2297,,2760,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tây Ninh,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,3568,,5145,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bình Dương,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,5865,,4526,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng Nai,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,5199,,7640,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bà Rịa - Vũng Tàu,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,3139,,3489,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",TP. Hồ Chí Minh,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,47625,,37998,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng bằng sông Cửu Long,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,40989,,57206,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Long An,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,3624,,4371,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Tiền Giang,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,2825,,4681,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Bến Tre,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,2389,,3422,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Trà Vinh,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1458,,2230,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Vĩnh Long,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,2676,,3996,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Đồng Tháp,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,4514,,6866,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",An Giang,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,6677,,8876,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Kiên Giang,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,3536,,5475,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Cần Thơ,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,4467,,4217,
"Số người nhiễm HIVAIDS phân theo địa phương chia theo Địa phương, Năm và Phân tổ",Hậu Giang,Số người nhiễm HIV/AIDS còn sống - Lũy kế đến 31/12,,,,,,,,,,,,,,,,,,,,1252,,2098,
